timestamp,latitude,longitude,speed
37:20.0,21.09178,79.06528,7.039919464
37:21.0,21.08908,79.06463,7.007428426
37:22.0,21.08905,79.06463,6.974937388
37:23.0,21.08895,79.06464,6.94244635
37:24.0,21.0889,79.06462,6.909955312
37:25.0,21.08747,79.06421,6.877464274
37:26.0,21.08554,79.06373,6.844973235
37:27.0,21.08548,79.06371,6.812482197
37:28.0,21.08413,79.06336,6.779991159
37:29.0,21.08382,79.06327,6.747500121
37:30.0,21.08367,79.06322,6.715009083
37:31.0,21.08355,79.06317,6.711887141
37:32.0,21.08341,79.06312,6.777088579
37:33.0,21.08291,79.06288,6.842290016
37:34.0,21.08263,79.06273,6.907491454
37:35.0,21.08013,79.06153,6.972692892
37:36.0,21.07943,79.06121,7.037894329
37:37.0,21.07835,79.06069,7.103095767
37:38.0,21.0774,79.06034,7.168297205
37:39.0,21.07699,79.06023,7.233498642
37:40.0,21.07688,79.06022,7.29870008
37:41.0,21.07677,79.0602,7.363901517
37:42.0,21.07668,79.0602,7.429102955
37:43.0,21.0766,79.06021,7.494304393
37:44.0,21.07648,79.06021,7.55950583
37:45.0,21.07637,79.06023,7.624707268
37:46.0,21.07572,79.06043,7.689908706
37:47.0,21.07555,79.06049,7.764626439
37:48.0,21.07531,79.06056,7.84029853
37:49.0,21.07491,79.06069,7.915970621
37:50.0,21.07484,79.0607,7.991642711
37:51.0,21.07467,79.06074,8.067314802
37:52.0,21.07451,79.06076,8.142986893
37:53.0,21.07419,79.06076,8.218658984
37:54.0,21.07393,79.06073,8.294331074
37:55.0,21.0736,79.06065,8.370003165
37:56.0,21.07338,79.06059,8.445675256
37:57.0,21.07313,79.0605,8.521347347
37:58.0,21.07257,79.06026,8.597019437
37:59.0,21.07196,79.06002,8.672691528
38:00.0,21.07149,79.05986,8.748363619
38:01.0,21.07123,79.05978,8.82403571
38:02.0,21.07086,79.05965,8.899707801
38:03.0,21.0705,79.05954,8.975379891
38:04.0,21.0703,79.05949,9.017736525
38:05.0,21.06964,79.05929,9.040286433
38:06.0,21.06887,79.059,9.062836341
38:07.0,21.06602,79.05807,9.085386249
38:08.0,21.06465,79.05765,9.107936156
38:09.0,21.06432,79.05754,9.130486064
38:10.0,21.06295,79.05705,9.153035972
38:11.0,21.06165,79.05656,9.17558588
38:12.0,21.05932,79.05561,9.198135788
38:13.0,21.05924,79.05557,9.220685696
38:14.0,21.0582,79.05515,9.243235604
38:15.0,21.05642,79.05448,9.265785512
38:16.0,21.05458,79.05389,9.28833542
38:17.0,21.05316,79.0535,9.310885327
38:18.0,21.05274,79.0534,9.333435235
38:19.0,21.05127,79.05311,9.355985143
38:20.0,21.04935,79.05279,9.378535051
38:21.0,21.04815,79.05263,9.401084959
38:22.0,21.0479,79.05261,9.423634867
38:23.0,21.04778,79.05259,9.437599228
38:24.0,21.04589,79.05244,9.42242024
38:25.0,21.04449,79.05236,9.407241251
38:26.0,21.04392,79.05234,9.392062263
38:27.0,21.04381,79.05234,9.376883275
38:28.0,21.04183,79.05224,9.361704287
38:29.0,21.04074,79.05216,9.346525299
38:30.0,21.0401,79.0521,9.33134631
38:31.0,21.03966,79.05209,9.316167322
38:32.0,21.03806,79.052,9.300988334
38:33.0,21.03699,79.05196,9.285809346
38:34.0,21.03448,79.05178,9.270630358
38:35.0,21.03316,79.05167,9.255451369
38:36.0,21.03292,79.05166,9.240272381
38:37.0,21.03027,79.05146,9.225093393
38:38.0,21.02997,79.05143,9.209914405
38:39.0,21.02918,79.05133,9.194735417
38:40.0,21.02864,79.05128,9.179556429
38:41.0,21.02819,79.05121,9.17272341
38:42.0,21.02818,79.05121,9.227641253
38:43.0,21.02754,79.05109,9.282559095
38:44.0,21.02711,79.051,9.337476937
38:45.0,21.02659,79.05086,9.39239478
38:46.0,21.02597,79.05071,9.447312622
38:47.0,21.02554,79.05057,9.502230464
38:48.0,21.02484,79.05032,9.557148307
38:49.0,21.02302,79.04973,9.612066149
38:50.0,21.02298,79.04972,9.666983991
38:51.0,21.02295,79.04971,9.691478549
38:52.0,21.02293,79.0497,9.674001419
38:53.0,21.02233,79.0495,9.656524289
38:54.0,21.02188,79.04942,9.639047159
38:55.0,21.02159,79.04936,9.62157003
38:56.0,21.02143,79.04935,9.6040929
38:57.0,21.02138,79.04936,9.58661577
38:58.0,21.02124,79.04941,9.56913864
38:59.0,21.02114,79.04949,9.55166151
39:00.0,21.02108,79.04957,9.534184381
39:01.0,21.02102,79.04966,9.568368144
39:02.0,21.02099,79.04974,9.609066835
39:03.0,21.02097,79.04984,9.649765526
39:04.0,21.02097,79.04995,9.690464217
39:05.0,21.02101,79.05017,9.731162908
39:06.0,21.02119,79.05082,9.7718616
39:07.0,21.02131,79.0512,9.812560291
39:08.0,21.02149,79.05183,9.853258982
39:09.0,21.02158,79.05201,9.893957673
39:10.0,21.02165,79.05209,9.934656364
39:11.0,21.02174,79.05216,9.975355056
39:12.0,21.02183,79.0522,10.01605375
39:13.0,21.02195,79.05222,10.05675244
39:14.0,21.02207,79.05223,10.09745113
39:15.0,21.02224,79.0522,10.13814982
39:16.0,21.02232,79.05217,10.17884851
39:17.0,21.0224,79.05211,10.2195472
39:18.0,21.02247,79.05205,10.26024589
39:19.0,21.02255,79.05197,10.30094459
39:20.0,21.02259,79.0519,10.34164328
39:21.0,21.02259,79.05188,10.38234197
39:22.0,21.02262,79.0518,10.42304066
39:23.0,21.02263,79.05175,10.42609273
39:24.0,21.02275,79.05092,10.41497355
39:25.0,21.02289,79.05033,10.40385437
39:26.0,21.02296,79.04976,10.39273519
39:27.0,21.02296,79.04975,10.38161601
39:28.0,21.02348,79.04543,10.37049683
39:29.0,21.02348,79.04542,10.35937765
39:30.0,21.02369,79.0436,10.34825847
39:31.0,21.02369,79.04351,10.33713929
39:32.0,21.02371,79.04341,10.32602011
39:33.0,21.02372,79.04332,10.2904049
39:34.0,21.02374,79.04324,10.2191123
39:35.0,21.02375,79.04313,10.1478197
39:36.0,21.0238,79.04287,10.07652711
39:37.0,21.02391,79.04183,10.00523451
39:38.0,21.02398,79.04141,9.933941909
39:39.0,21.02405,79.04106,9.862649311
39:40.0,21.02442,79.03954,9.791356712
39:41.0,21.02452,79.03916,9.720064114
39:42.0,21.0246,79.03892,9.648771516
39:43.0,21.02467,79.03862,9.68738327
39:44.0,21.02481,79.03811,9.758012154
39:45.0,21.02484,79.03797,9.828641038
39:46.0,21.02488,79.03784,9.899269921
39:47.0,21.02489,79.03778,9.969898805
39:48.0,21.02501,79.03726,10.04052769
39:49.0,21.02532,79.03577,10.11115657
39:50.0,21.02554,79.03478,10.18178546
39:51.0,21.02562,79.03437,10.25241434
39:52.0,21.0258,79.03368,10.32304322
39:53.0,21.02585,79.03345,10.31317806
39:54.0,21.02638,79.03132,10.18731924
39:55.0,21.02644,79.03101,10.06146042
39:56.0,21.02694,79.02944,9.935601597
39:57.0,21.02695,79.0294,9.809742776
39:58.0,21.0271,79.02894,9.683883956
39:59.0,21.02724,79.02847,9.558025135
40:00.0,21.02734,79.02799,9.432166315
40:01.0,21.02742,79.02746,9.306307494
40:02.0,21.02746,79.02705,9.20333261
40:03.0,21.02747,79.02704,9.189874732
40:04.0,21.02759,79.02584,9.176416854
40:05.0,21.02765,79.02537,9.162958977
40:06.0,21.02809,79.0213,9.149501099
40:07.0,21.0281,79.02111,9.136043221
40:08.0,21.02811,79.02111,9.122585343
40:09.0,21.02829,79.01919,9.109127465
40:10.0,21.02869,79.01537,9.095669587
40:11.0,21.02879,79.01453,9.073115029
40:12.0,21.02889,79.01398,8.983704954
40:13.0,21.02903,79.01307,8.894294878
40:14.0,21.02968,79.00961,8.804884803
40:15.0,21.02972,79.00933,8.715474728
40:16.0,21.02973,79.00922,8.626064652
40:17.0,21.02975,79.00911,8.536654577
40:18.0,21.02981,79.00854,8.447244502
40:19.0,21.02982,79.00829,8.357834427
40:20.0,21.02982,79.00815,8.268424351
40:21.0,21.02989,79.00682,8.179014276
40:22.0,21.03,79.0053,8.089604201
40:23.0,21.03007,79.00471,8.000194125
40:24.0,21.03007,79.00469,7.91078405
40:25.0,21.03014,79.00428,7.821373975
40:26.0,21.03014,79.00427,7.7319639
40:27.0,21.03042,79.00289,7.642553824
40:28.0,21.03049,79.00262,7.553143749
40:29.0,21.03122,78.99937,7.463733674
40:30.0,21.03135,78.99859,7.374323598
40:31.0,21.03136,78.99833,7.284913523
40:32.0,21.03133,78.99803,7.195503448
40:33.0,21.03133,78.99801,7.106093373
40:34.0,21.03118,78.99698,7.016683297
40:35.0,21.03108,78.99613,6.927273222
40:36.0,21.03109,78.99525,6.797653794
40:37.0,21.03111,78.99481,6.623964391
40:38.0,21.03111,78.99456,6.450274987
40:39.0,21.0311,78.99448,6.276585583
40:40.0,21.03108,78.99439,6.10289618
40:41.0,21.03104,78.99431,5.929206776
40:42.0,21.03102,78.99425,5.755517372
40:43.0,21.03097,78.99419,5.581827968
40:44.0,21.03093,78.99413,5.408138565
40:45.0,21.03087,78.99408,5.234449161
40:46.0,21.03076,78.99395,5.060759757
40:47.0,21.03068,78.99392,4.887070354
40:48.0,21.03054,78.99384,4.71338095
40:49.0,21.03044,78.99379,4.539691546
40:50.0,21.03034,78.99372,4.366002142
40:51.0,21.03021,78.99361,4.60976641
40:52.0,21.03013,78.99352,5.037315826
40:53.0,21.03007,78.99346,5.464865242
40:54.0,21.03003,78.9934,5.892414658
40:55.0,21.02992,78.99333,6.319964075
40:56.0,21.02971,78.99325,6.747513491
40:57.0,21.02967,78.99324,7.175062907
40:58.0,21.02961,78.99323,7.544673479
40:59.0,21.02949,78.99323,7.610571572
41:00.0,21.02942,78.99324,7.676469666
41:01.0,21.02921,78.9933,7.742367759
41:02.0,21.02889,78.99343,7.808265852
41:03.0,21.02846,78.99363,7.874163946
41:04.0,21.02841,78.99365,7.940062039
41:05.0,21.02753,78.99406,8.005960132
41:06.0,21.02729,78.99419,8.071858226
41:07.0,21.02703,78.99431,8.137756319
41:08.0,21.02674,78.99446,8.203654413
41:09.0,21.02636,78.99462,8.269552506
41:10.0,21.02592,78.99479,8.335450599
41:11.0,21.02584,78.99481,8.401348693
41:12.0,21.02541,78.99496,8.467246786
41:13.0,21.0247,78.99509,8.533144879
41:14.0,21.0243,78.99512,8.604893028
41:15.0,21.02361,78.99512,8.792303887
41:16.0,21.02246,78.99506,8.979714746
41:17.0,21.02153,78.99505,9.167125605
41:18.0,21.02137,78.99504,9.354536463
41:19.0,21.01998,78.995,9.541947322
41:20.0,21.01925,78.995,9.729358181
41:21.0,21.01811,78.99498,9.916769039
41:22.0,21.01663,78.99492,10.1041799
41:23.0,21.01629,78.99492,10.29159076
41:24.0,21.01483,78.99487,10.47900162
41:25.0,21.01446,78.99483,10.55630724
41:26.0,21.01418,78.99479,10.50933759
41:27.0,21.01394,78.99474,10.46236794
41:28.0,21.01336,78.99458,10.4153983
41:29.0,21.01304,78.99446,10.36842865
41:30.0,21.01262,78.99428,10.32145901
41:31.0,21.01217,78.99404,10.27448936
41:32.0,21.01094,78.9932,10.22751972
41:33.0,21.00489,78.98887,10.18055007
41:34.0,21.00454,78.98861,10.13358043
41:35.0,21.00444,78.98855,10.08661078
41:36.0,21.00289,78.98745,10.03964114
41:37.0,21.00251,78.98719,9.99267149
41:38.0,21.00108,78.98612,9.945701845
41:39.0,21.00106,78.9861,9.8987322
41:40.0,21.00078,78.98589,9.851762554
41:41.0,21.00068,78.9858,9.804792909
41:42.0,21.00054,78.98569,9.757823263
41:43.0,20.99966,78.98491,9.710853618
41:44.0,20.99838,78.98373,9.663883973
41:45.0,20.99792,78.98334,9.758510542
41:46.0,20.99661,78.98216,9.87594087
41:47.0,20.9961,78.98172,9.993371198
41:48.0,20.99382,78.97965,10.11080153
41:49.0,20.99293,78.97888,10.22823185
41:50.0,20.99244,78.97851,10.34566218
41:51.0,20.99211,78.97825,10.46309251
41:52.0,20.99149,78.9778,10.58052284
41:53.0,20.9911,78.97753,10.69795316
41:54.0,20.9909,78.9774,10.81538349
41:55.0,20.99088,78.97739,10.93281382
41:56.0,20.99047,78.97713,10.94244923
41:57.0,20.98924,78.97631,10.94257866
41:58.0,20.98861,78.97587,10.94270809
41:59.0,20.98755,78.97516,10.94283752
42:00.0,20.98754,78.97515,10.94296695
42:01.0,20.98739,78.97505,10.94309638
42:02.0,20.98695,78.97478,10.94322581
42:03.0,20.98447,78.97315,10.94335524
42:04.0,20.98413,78.97296,10.94348467
42:05.0,20.98388,78.97281,10.9436141
42:06.0,20.98328,78.97249,10.94374353
42:07.0,20.98326,78.97249,10.94387296
42:08.0,20.98263,78.97217,10.9440024
42:09.0,20.98201,78.97177,10.94413183
42:10.0,20.98168,78.97153,10.94426126
42:11.0,20.98117,78.97109,10.94439069
42:12.0,20.98074,78.97066,10.94452012
42:13.0,20.97998,78.9697,10.94464955
42:14.0,20.97966,78.96918,10.94477898
42:15.0,20.97934,78.96849,10.94490841
42:16.0,20.97925,78.96827,10.94503784
42:17.0,20.97898,78.96746,10.94516727
42:18.0,20.97889,78.96708,10.9452967
42:19.0,20.97881,78.96665,10.94542613
42:20.0,20.97876,78.96627,10.94555556
42:21.0,20.97871,78.96562,10.94568499
42:22.0,20.97869,78.9644,10.94581442
42:23.0,20.97865,78.96369,10.94594385
42:24.0,20.97863,78.9608,10.94607328
42:25.0,20.97862,78.96061,10.94620271
42:26.0,20.9786,78.95872,10.94633214
42:27.0,20.97854,78.95598,10.94646157
42:28.0,20.97853,78.95586,10.946591
42:29.0,20.97852,78.95468,10.94672043
42:30.0,20.97838,78.94944,10.94684986
42:31.0,20.97838,78.94878,10.94697929
42:32.0,20.97832,78.94521,10.94710872
42:33.0,20.97831,78.94498,10.94723815
42:34.0,20.97829,78.94345,10.94736758
42:35.0,20.97827,78.94294,10.94749701
42:36.0,20.97826,78.94171,10.94762644
42:37.0,20.97817,78.93889,10.94775587
42:38.0,20.9781,78.93767,10.9478853
42:39.0,20.97793,78.93285,10.94801473
42:40.0,20.97793,78.93263,10.94814416
42:41.0,20.97791,78.93224,10.94827359
42:42.0,20.97791,78.93208,10.94840302
42:43.0,20.9778,78.92913,10.94853245
42:44.0,20.97777,78.92868,10.94866188
42:45.0,20.97763,78.92757,10.94879131
42:46.0,20.97749,78.92676,10.94892074
42:47.0,20.97747,78.92667,10.94905017
42:48.0,20.97746,78.92659,10.9491796
42:49.0,20.97739,78.92626,10.94930903
42:50.0,20.97708,78.92502,10.94943846
42:51.0,20.97684,78.92412,10.94956789
42:52.0,20.97672,78.92375,10.94969732
42:53.0,20.97672,78.92373,10.94982675
42:54.0,20.97648,78.92307,10.94995618
42:55.0,20.97645,78.92301,10.95008561
42:56.0,20.97625,78.92248,10.95021504
42:57.0,20.9761,78.92213,10.95034447
42:58.0,20.97604,78.92197,10.9504739
42:59.0,20.97602,78.92193,10.95060333
43:00.0,20.97592,78.9217,10.95073276
43:01.0,20.97561,78.92104,10.95086219
43:02.0,20.9756,78.92103,10.95099162
43:03.0,20.97542,78.92065,10.95112105
43:04.0,20.97503,78.91991,10.95125048
43:05.0,20.97462,78.91919,10.95137991
43:06.0,20.97415,78.91843,10.95150934
43:07.0,20.97364,78.91768,10.95163877
43:08.0,20.9727,78.91641,10.9517682
43:09.0,20.97234,78.91598,10.95189763
43:10.0,20.97129,78.91483,10.95202706
43:11.0,20.9709,78.91443,10.95215649
43:12.0,20.97,78.91359,10.95228592
43:13.0,20.96981,78.91343,10.95241535
43:14.0,20.96965,78.91328,10.93794455
43:15.0,20.96852,78.91238,10.91477434
43:16.0,20.96752,78.91168,10.89160414
43:17.0,20.96683,78.91124,10.86843394
43:18.0,20.96669,78.91117,10.84526373
43:19.0,20.96654,78.91107,10.82209353
43:20.0,20.96618,78.91086,10.79892332
43:21.0,20.96555,78.91052,10.77575312
43:22.0,20.96457,78.91002,10.75258291
43:23.0,20.96444,78.90996,10.72941271
43:24.0,20.96167,78.90857,10.70624251
43:25.0,20.96163,78.90856,10.6830723
43:26.0,20.96151,78.90849,10.6599021
43:27.0,20.95041,78.90294,10.63673189
43:28.0,20.95027,78.90286,10.61356169
43:29.0,20.94945,78.90246,10.59039148
43:30.0,20.9465,78.90097,10.56722128
43:31.0,20.94636,78.90089,10.54405108
43:32.0,20.9431,78.89927,10.52088087
43:33.0,20.94308,78.89925,10.49771067
43:34.0,20.94271,78.89907,10.47454046
43:35.0,20.94237,78.89889,10.45137026
43:36.0,20.93445,78.89493,10.42820005
43:37.0,20.93444,78.89493,10.40502985
43:38.0,20.93336,78.8944,10.38185964
43:39.0,20.93331,78.89438,10.35868944
43:40.0,20.93226,78.89387,10.33551924
43:41.0,20.93142,78.89343,10.31234903
43:42.0,20.93011,78.89282,10.28917883
43:43.0,20.9289,78.89233,10.26600862
43:44.0,20.92811,78.89206,10.24283842
43:45.0,20.92742,78.89186,10.21966821
43:46.0,20.92632,78.89162,10.19649801
43:47.0,20.92613,78.89157,10.17332781
43:48.0,20.92607,78.89156,10.1501576
43:49.0,20.92581,78.8915,10.1269874
43:50.0,20.92556,78.89143,10.10381719
43:51.0,20.92511,78.89137,10.08064699
43:52.0,20.92473,78.89131,10.05747678
43:53.0,20.92472,78.89131,10.03430658
43:54.0,20.92397,78.8912,10.01113638
43:55.0,20.92394,78.8912,9.987966171
43:56.0,20.92387,78.89119,9.964795966
43:57.0,20.92382,78.89119,9.941625762
43:58.0,20.92279,78.89111,9.918455558
43:59.0,20.92243,78.89109,9.895285353
44:00.0,20.92233,78.89109,9.872115149
44:01.0,20.91736,78.89087,9.848944945
44:02.0,20.9173,78.89086,9.82577474
44:03.0,20.91582,78.8908,9.802604536
44:04.0,20.91532,78.89077,9.779434332
44:05.0,20.91517,78.89077,9.756264127
44:06.0,20.91358,78.8907,9.733093923
44:07.0,20.91355,78.89069,9.709923719
44:08.0,20.91136,78.8906,9.686753514
44:09.0,20.91124,78.8906,9.66358331
44:10.0,20.9028,78.89024,9.640413106
44:11.0,20.89929,78.89005,9.617242901
44:12.0,20.89246,78.88975,9.594072697
44:13.0,20.89228,78.88975,9.570902493
44:14.0,20.8876,78.88953,9.547732288
44:15.0,20.88752,78.88953,9.524562084
44:16.0,20.88276,78.88931,9.501391879
44:17.0,20.88186,78.88923,9.478221675
44:18.0,20.88086,78.88912,9.455051471
44:19.0,20.88081,78.88912,9.431881266
44:20.0,20.87946,78.88892,9.408711062
44:21.0,20.87769,78.88858,9.385540858
44:22.0,20.87707,78.88844,9.362370653
44:23.0,20.87616,78.88821,9.344654261
44:24.0,20.87527,78.88796,9.338859272
44:25.0,20.87512,78.88791,9.333064283
44:26.0,20.87431,78.88767,9.327269294
44:27.0,20.87414,78.88761,9.321474305
44:28.0,20.87384,78.88752,9.315679316
44:29.0,20.87311,78.88725,9.309884327
44:30.0,20.87287,78.88717,9.304089338
44:31.0,20.87189,78.88679,9.298294349
44:32.0,20.87125,78.88653,9.292499361
44:33.0,20.87034,78.88612,9.286704372
44:34.0,20.86875,78.88536,9.280909383
44:35.0,20.86858,78.88529,9.275114394
44:36.0,20.86287,78.88256,9.269319405
44:37.0,20.86145,78.88186,9.263524416
44:38.0,20.86107,78.88166,9.257729427
44:39.0,20.8607,78.88144,9.251934438
44:40.0,20.86001,78.88101,9.246139449
44:41.0,20.85952,78.88067,9.24034446
44:42.0,20.85888,78.8802,9.234549471
44:43.0,20.85829,78.87975,9.228754482
44:44.0,20.85719,78.87873,9.222959493
44:45.0,20.84889,78.8707,9.217164504
44:46.0,20.84883,78.87065,9.211369515
44:47.0,20.84757,78.86942,9.205574526
44:48.0,20.84608,78.868,9.199779538
44:49.0,20.8433,78.8653,9.193984549
44:50.0,20.84328,78.86529,9.18818956
44:51.0,20.84244,78.86446,9.182394571
44:52.0,20.84206,78.86407,9.176599582
44:53.0,20.84131,78.86323,9.170804593
44:54.0,20.84113,78.86301,9.165009604
44:55.0,20.84042,78.8621,9.159214615
44:56.0,20.83992,78.86137,9.153419626
44:57.0,20.8396,78.86085,9.147624637
44:58.0,20.839,78.85981,9.141829648
44:59.0,20.83854,78.85887,9.136034659
45:00.0,20.83824,78.85818,9.13023967
45:01.0,20.83803,78.85765,9.124444681
45:02.0,20.83797,78.85747,9.118649692
45:03.0,20.8379,78.85729,9.112854703
45:04.0,20.83764,78.85653,9.107059715
45:05.0,20.83729,78.85528,9.101264726
45:06.0,20.83705,78.85422,9.095469737
45:07.0,20.83704,78.85415,9.089674748
45:08.0,20.837,78.85394,9.083879759
45:09.0,20.83694,78.85351,9.07808477
45:10.0,20.83686,78.85302,9.072289781
45:11.0,20.83676,78.85201,9.066494792
45:12.0,20.83672,78.85129,9.060699803
45:13.0,20.83668,78.85077,9.054904814
45:14.0,20.83655,78.84818,9.049109825
45:15.0,20.83655,78.84809,9.043314836
45:16.0,20.83653,78.84785,9.037519847
45:17.0,20.83651,78.84723,9.031724858
45:18.0,20.8363,78.84326,9.025929869
45:19.0,20.83626,78.84268,9.02013488
45:20.0,20.8362,78.84153,9.014339891
45:21.0,20.83618,78.84092,9.008544903
45:22.0,20.83573,78.83256,9.002749914
45:23.0,20.83573,78.8324,8.996954925
45:24.0,20.83571,78.8322,8.991159936
45:25.0,20.83546,78.82736,8.985364947
45:26.0,20.83546,78.82721,8.979569958
45:27.0,20.83539,78.82588,8.973774969
45:28.0,20.83538,78.8255,8.96797998
45:29.0,20.83535,78.82511,8.962184991
45:30.0,20.83534,78.82485,8.956390002
45:31.0,20.83526,78.82353,8.950595013
45:32.0,20.83514,78.82221,8.944800024
45:33.0,20.83492,78.82057,8.939005035
45:34.0,20.83491,78.82053,8.933210046
45:35.0,20.83491,78.82052,8.927415057
45:36.0,20.8347,78.81932,8.917084568
45:37.0,20.83444,78.81808,8.886512732
45:38.0,20.83437,78.81778,8.855940897
45:39.0,20.83436,78.81776,8.825369061
45:40.0,20.83427,78.81738,8.794797225
45:41.0,20.83389,78.81596,8.76422539
45:42.0,20.8338,78.81569,8.733653554
45:43.0,20.83374,78.81547,8.703081718
45:44.0,20.83318,78.81379,8.672509883
45:45.0,20.8326,78.81198,8.579701968
45:46.0,20.83255,78.81185,8.430599619
45:47.0,20.83194,78.80998,8.281497269
45:48.0,20.83188,78.80977,8.13239492
45:49.0,20.83048,78.80543,7.983292571
45:50.0,20.83047,78.80541,7.834190222
45:51.0,20.82689,78.79436,7.685087872
45:52.0,20.82689,78.79435,7.535985523
45:53.0,20.82581,78.79101,7.284168475
45:54.0,20.82577,78.7909,7.031365799
45:55.0,20.82497,78.78844,6.778563123
45:56.0,20.82496,78.78843,6.525760446
45:57.0,20.82492,78.78829,6.27295777
45:58.0,20.82427,78.78628,6.020155093
45:59.0,20.82423,78.78614,5.843967037
46:00.0,20.82421,78.78609,5.66963679
46:01.0,20.82345,78.78375,5.495306542
46:02.0,20.82345,78.78374,5.320976294
46:03.0,20.82271,78.78146,5.146646047
46:04.0,20.8227,78.78141,4.972315799
46:05.0,20.82241,78.78051,4.797985552
46:06.0,20.82236,78.78038,4.623655304
46:07.0,20.82176,78.77852,4.449325056
46:08.0,20.82175,78.77846,4.321285815
46:09.0,20.82172,78.7784,4.513940774
46:10.0,20.82124,78.7769,4.706595733
46:11.0,20.82122,78.77682,4.899250692
46:12.0,20.81943,78.7713,5.091905651
46:13.0,20.81941,78.77126,5.28456061
46:14.0,20.81845,78.76827,5.140582615
46:15.0,20.81843,78.76822,4.914422205
